snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
0,0.0,1.0084901620272637,1.8309973526000975,1.8177850246429443,0.6738352574093954,0.46349128549689433,9.0,N6_th1.20_archmade_h48_s11,made,6,1.2,48,11,0.22807231345756984
18,1.2,0.9554189620941527,1.7727793788909911,1.8062793016433716,0.6623743434443713,0.456011474459707,9.0,N6_th1.20_archmade_h48_s11,made,6,1.2,48,11,0.17341892145885193
36,2.4,1.0230536561426282,1.9665251445770264,1.9645785093307495,0.7723193855360504,0.5108529722749817,11.0,N6_th1.20_archmade_h48_s11,made,6,1.2,48,11,0.18904834460047573
54,3.6,0.9656155401069135,1.7985640096664428,1.7388885021209717,0.6585053945003085,0.4582144122439622,8.0,N6_th1.20_archmade_h48_s11,made,6,1.2,48,11,0.21276342565497544
72,4.8,0.9679527930471643,1.9281429862976074,1.96712064743042,0.8300864184423336,0.5223694962048882,10.0,N6_th1.20_archmade_h48_s11,made,6,1.2,48,11,0.18893110055759413
90,6.0,1.0422330166096039,2.132628517150879,2.1403653621673584,0.899626733363293,0.5556787329408551,13.0,N6_th1.20_archmade_h48_s11,made,6,1.2,48,11,0.1845064499608188
0,0.0,1.0084901620272637,1.8355655288696289,1.7528109550476074,0.6696176797072763,0.46828273447360935,9.0,N6_th1.20_archmade_h48_s17,made,6,1.2,48,17,0.22807231345756984
18,1.2,0.9554189620941527,1.86859356880188,1.8114174604415894,0.7188487283525009,0.48471673229194523,9.0,N6_th1.20_archmade_h48_s17,made,6,1.2,48,17,0.17341892145885193
36,2.4,1.0230536561426282,2.099214553833008,2.0674872398376465,0.8454941809479772,0.5195845722699696,9.0,N6_th1.20_archmade_h48_s17,made,6,1.2,48,17,0.18904834460047573
54,3.6,0.9656155401069135,1.9554402828216553,1.9083023071289062,0.7950624919604958,0.5161697030312,10.0,N6_th1.20_archmade_h48_s17,made,6,1.2,48,17,0.21276342565497544
72,4.8,0.9679527930471643,1.899263391494751,1.9975860118865967,0.78210602604321,0.5023162674492563,10.0,N6_th1.20_archmade_h48_s17,made,6,1.2,48,17,0.18893110055759413
